,r_free,ff,pdb,w_0,cif_name,N,job_id,M,cifs,w_1,w_2,w_3,w_4,w_5,w_6,w_7,w_8,w_9,w_10,w_11,w_12,w_13,w_14,w_15
5637,0.3082606610780212,6444.013792337433,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/5637.pdb,0.1065458698250151,7mhf,8,0,5,7mhf,0.2098238929046717,0.0931733051952982,0.0931633175592734,0.0988832386051531,0.0745711018584544,0.0934601593027053,0.2303791147494285,,,,,,,,
5690,0.3120581664702179,5172.233967904445,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/5690.pdb,0.1763874273458765,7mhf,8,0,6,7mhf,0.1469590376850153,0.1568541632841811,0.0177356666117936,0.0663547871238701,0.2102618065274994,0.0376162054099116,0.1878309060118521,,,,,,,,
5747,0.2882646569265715,5504.367882919112,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/5747.pdb,0.1629929794899652,7mhg,8,1,1,7mhg,0.2143076309397085,0.0224284643516999,0.0907785008578741,0.2329187809460247,0.1280163722749811,0.0181741299160811,0.130383141223665,,,,,,,,
5753,0.2900611114244291,5307.228680391881,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/5753.pdb,0.0523924350082163,7mhg,8,1,2,7mhg,0.164822450692499,0.1215193108113994,0.0988071459340214,0.1455410918153521,0.0762058017371838,0.1872590234326083,0.1534527405687195,,,,,,,,
5804,0.2901877447937839,6472.656370972443,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/5804.pdb,0.1114315504838778,7mhg,8,1,3,7mhg,0.1340106361970288,0.1436745111208057,0.0322161782894244,0.1328085174732816,0.2027583780845235,0.0796979658336643,0.1634022625173937,,,,,,,,
5863,0.290962451758589,6514.567355020062,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/5863.pdb,0.0856503340438993,7mhg,8,1,4,7mhg,0.1549782088416583,0.1933959959835271,0.190542336280906,0.101462899019973,0.0665324566792054,0.0833357828585845,0.1241019862922459,,,,,,,,
5933,0.2917591536826847,5968.509173705032,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/5933.pdb,0.1930510673207749,7mhg,8,1,5,7mhg,0.1249105864750704,0.095817384556104,0.0302400284412716,0.1395774942146247,0.1217825698235959,0.1095195978825691,0.1851012712859892,,,,,,,,
5950,0.2929321290259713,4400.5908756292165,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/5950.pdb,0.1790444944846346,7mhg,8,1,6,7mhg,0.1262688579642831,0.1541943389046792,0.1309956826105438,0.1306962426218109,0.0533275597530346,0.2035191419742223,0.0219536816867913,,,,,,,,
6010,0.3067526509529092,5045.3335728270695,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/6010.pdb,0.0818321680251137,7mhh,8,2,1,7mhh,0.1401129509443749,0.1154930959195923,0.1957220374418601,0.1386284967383977,0.0299618979438793,0.1605257282565507,0.1377236247302311,,,,,,,,
6058,0.3100971932026097,5815.874229746536,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/6058.pdb,0.1015110116753966,7mhh,8,2,2,7mhh,0.0990849204813021,0.1165661959313335,0.2188805341654458,0.1002780554106104,0.036040433799357,0.1929654599657177,0.1346733885708366,,,,,,,,
6107,0.3097694143991109,5270.451489026775,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/6107.pdb,0.0941789131453403,7mhh,8,2,3,7mhh,0.1838209558134652,0.1153738174427177,0.170570006618555,0.1196023271681051,0.1735959930761994,0.0769801587297901,0.065877828005827,,,,,,,,
6150,0.3029516007500316,4727.395127202892,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/6150.pdb,0.0433116232236461,7mhh,8,2,4,7mhh,0.0291444512446749,0.2064521033636317,0.1904499679082439,0.0777208273777188,0.1220940655322873,0.1600473213717065,0.1707796399780903,,,,,,,,
6210,0.3050686518565918,4024.441792173804,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/6210.pdb,0.0767464030531182,7mhh,8,2,5,7mhh,0.1663110560648927,0.1086229980803466,0.1427873930870378,0.1941103055838076,0.1755983841736153,0.1227024240233943,0.0131210359337872,,,,,,,,
6265,0.3068349029230496,5001.536664446122,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/6265.pdb,0.1717936192306351,7mhh,8,2,6,7mhh,0.1282392696449616,0.1539018012144953,0.0851404493705201,0.217339060209538,0.1184254868408126,0.0953322702395406,0.0298280432494964,,,,,,,,
6338,0.2956344120786417,8016.693997663682,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/6338.pdb,0.1580091324251948,7mhi,8,3,1,7mhi,0.147189959820773,0.0395530715740088,0.1207534341656676,0.1866421584318647,0.0561181460331347,0.1160929887194147,0.1756411088299413,,,,,,,,
6356,0.2941616128723681,5248.5271199370645,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/6356.pdb,0.0116044474566982,7mhi,8,3,2,7mhi,0.0696160083458894,0.0862094629125818,0.1556396239651679,0.1624658049257771,0.1868786799524767,0.1610432002377826,0.1665427722036261,,,,,,,,
6429,0.2965177867176626,6488.561629506642,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/6429.pdb,0.1856529491403509,7mhi,8,3,3,7mhi,0.0617744367625875,0.1922398288269431,0.1550620945006299,0.166951535713949,0.0404976325821992,0.030504816669071,0.1673167058042691,,,,,,,,
6498,0.2945665091861308,6374.871895072188,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/6498.pdb,0.1406795939993732,7mhi,8,3,4,7mhi,0.0965877348241774,0.1909593912155552,0.1182860274368806,0.1324927127244684,0.0682257412324685,0.116342227236497,0.1364265713305794,,,,,,,,
6503,0.297101294049016,5275.374590910937,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/6503.pdb,0.1341433415008747,7mhi,8,3,5,7mhi,0.0493021312239123,0.0177197496239366,0.0988277606274097,0.0856142578077168,0.0654933526508299,0.2694495310414097,0.2794498755239101,,,,,,,,
6560,0.2979666484034077,5375.203291700859,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/6560.pdb,0.0532762575141164,7mhi,8,3,6,7mhi,0.1249519972465213,0.1571840906634752,0.1561938376202712,0.1924344089966985,0.1394684091679225,0.0460802372276643,0.1304107615633304,,,,,,,,
6631,0.2998496495516289,5788.834059609059,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/6631.pdb,0.1853553939884711,7mhj,8,4,1,7mhj,0.2248238567845258,0.0754590312623041,0.1107401022090224,0.0570562884338455,0.0821126332091251,0.2319010047543902,0.0325516893583156,,,,,,,,
6650,0.2945745103067339,5495.747106628225,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/6650.pdb,0.1287147652852264,7mhj,8,4,2,7mhj,0.1749285863479396,0.1729367740793329,0.1000359918387019,0.0372523274130131,0.1318294266685224,0.082079584294186,0.1722225440730775,,,,,,,,
6700,0.2972636853095607,5521.437088483437,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/6700.pdb,0.0229689886921024,7mhj,8,4,3,7mhj,0.20541852632772,0.142581786389523,0.2180267794216292,0.0232266149068221,0.1004481918532491,0.2040032462319119,0.0833258661770419,,,,,,,,
6752,0.2956121045543303,6919.642747514025,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/6752.pdb,0.1168637320561767,7mhj,8,4,4,7mhj,0.0983577743449932,0.1160350175202477,0.1552598682978927,0.1679321352753809,0.0276788636458121,0.2004279827346647,0.1174446261248317,,,,,,,,
6815,0.297253425140823,4912.994335213922,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/6815.pdb,0.0415452363009881,7mhj,8,4,5,7mhj,0.2242300344725551,0.1157770680326152,0.0317384012709855,0.1030134165781629,0.087061689211174,0.2076575935427748,0.1889765605907442,,,,,,,,
6856,0.2957242842870142,5027.890258650325,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/6856.pdb,0.098832498566179,7mhj,8,4,6,7mhj,0.0933411337280991,0.05949727482068,0.1598491652875767,0.1571242968582891,0.1602348254041065,0.1165101995542665,0.1546106057808027,,,,,,,,
6901,0.3186745558892688,6728.050079662711,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/6901.pdb,0.1491773187770728,7mhk,8,5,1,7mhk,0.1324665856603077,0.1747281537990932,0.0543413929072771,0.1342005386870253,0.1838879425200024,0.0924802055996075,0.0787178620496137,,,,,,,,
6990,0.3284743949871756,7769.766694112463,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/6990.pdb,0.1150198609189557,7mhk,8,5,2,7mhk,0.165109270380196,0.0739951447688,0.0977012938137823,0.1499316798184319,0.1810475222364302,0.0714054215988267,0.1457898064645769,,,,,,,,
7032,0.3341028025708409,6185.563702211664,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/7032.pdb,0.0679642349526545,7mhk,8,5,3,7mhk,0.2041796827649268,0.0719576983302787,0.214700440022944,0.1132594838162545,0.0252056642782929,0.1338421629841653,0.1688906328504828,,,,,,,,
7067,0.3354760824014562,6134.454501255517,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/7067.pdb,0.1365029149447532,7mhk,8,5,4,7mhk,0.0472097365555025,0.1490429875670928,0.15535829426529,0.1692153751318583,0.1793411886450354,0.0589417923662896,0.1043877105241779,,,,,,,,
7101,0.3330562153662826,4893.655997628949,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/7101.pdb,0.1201001824190386,7mhk,8,5,5,7mhk,0.0323779300259738,0.0134881080706172,0.1556325156232162,0.1599147344926406,0.1935990745047975,0.2441233408045953,0.0807641140591203,,,,,,,,
7150,0.3342386432511267,5206.812056073506,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/7150.pdb,0.1052803067853045,7mhk,8,5,6,7mhk,0.1097728285905857,0.1952422600370486,0.0893293391462218,0.111263356820071,0.0245307953242803,0.2268225396503765,0.1377585736461114,,,,,,,,
7205,0.3063174929391735,7472.68493868957,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/7205.pdb,0.0435372146960477,7mhf,16,0,1,7mhf,0.0887318977660097,0.0987026621595845,0.0112962727053893,0.0357368178728943,0.0941140461156258,0.0839783696869758,0.0463680087603273,0.0994639819937003,0.0327581886261529,0.0765064176992355,0.0764084755045998,0.0267067153355397,0.1009552474088922,0.0132793680115493,0.071456315657475
7283,0.3054688074092009,6858.172553192121,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/7283.pdb,0.0572667373385619,7mhf,16,0,2,7mhf,0.0445263729099144,0.0471388335037169,0.0525967156709344,0.0590789444231567,0.1407097032393034,0.0530743674747022,0.0257097704676112,0.0808567279353003,0.0485743297746949,0.0381549938790232,0.0381620350951049,0.1010456569456248,0.1409216179860108,0.045682672316269,0.0265005210400703
7310,0.3053256354589508,6296.043507074496,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/7310.pdb,0.111518941836567,7mhf,16,0,3,7mhf,0.0792272623202515,0.0539874438382743,0.0908804074159795,0.04805774499588,0.0174574425160187,0.0593886883599004,0.0366885213701293,0.0614795968174253,0.0283650606191631,0.01239384957551,0.0854718530523476,0.0563766943831003,0.076342605377401,0.1161901767879625,0.0661737107340888
7351,0.3079655813062249,5563.093247038223,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/7351.pdb,0.0824905713212183,7mhf,16,0,4,7mhf,0.0887620559657387,0.0499242489891274,0.0791672460052399,0.0620171430069865,0.0860322339278348,0.0650778976968571,0.0839184752730241,0.0360586011223105,0.0082059430980469,0.0333769646662882,0.0618895989347235,0.0609789171331108,0.0821813772637339,0.0521664839234453,0.0677522416723133
7437,0.3079815733254031,6532.977391259039,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/7437.pdb,0.0679525185226416,7mhf,16,0,5,7mhf,0.0648229296777645,0.0523354363798822,0.0450214507609191,0.0972464350614042,0.1121798796972066,0.0180499862207524,0.0934394081172015,0.0701465203770797,0.0346341078599087,0.0780404127116483,0.0537292412188204,0.0800059428915424,0.0468954672377223,0.0213125346435126,0.0641877286219929
7465,0.3101292698833155,6034.885566329328,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/7465.pdb,0.0198196221958258,7mhf,16,0,6,7mhf,0.0145154807650251,0.1178326575745321,0.0676039688092695,0.1160146582796871,0.0830357268049648,0.0377137840872873,0.0852945019084128,0.0089876413373956,0.0979896184674237,0.0868991538563595,0.0742133141170997,0.0246111187743624,0.0289951922281747,0.1146302125960149,0.0218433481981643
7517,0.2914576992684065,8273.291057079285,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/7517.pdb,0.046087410975588,7mhg,16,1,1,7mhg,0.0445236802942684,0.0997234473569817,0.0461424450329347,0.020777708884753,0.0463578319464245,0.0884349369650812,0.0971558709010691,0.0489915084048041,0.0647250793954527,0.0562168468172129,0.0807323560614521,0.0184418386169694,0.1035444546582353,0.111645632807791,0.0264989508809811
7587,0.2892278625602365,7666.664481693431,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/7587.pdb,0.0562137008661069,7mhg,16,1,2,7mhg,0.0402982558615427,0.0583484286977438,0.0169141372924413,0.0755463282146265,0.0900915890480319,0.0608800010232746,0.0556541492928464,0.077403768487349,0.0712023438010943,0.0743907235757234,0.1125877197683911,0.0183504451167304,0.0596537693284801,0.0624315427873543,0.0700330968382626
7647,0.2895889500830464,5742.111736187034,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/7647.pdb,0.0857133750041267,7mhg,16,1,3,7mhg,0.073817551536477,0.0555286811728722,0.078316745563845,0.0419580516310088,0.0866122977465631,0.0316160381795935,0.0161692610917152,0.0886820061291482,0.0571958478182803,0.0190236921588135,0.0615885288940047,0.0709592350076225,0.092858452406719,0.112420420471878,0.0275398151873316
7698,0.2901011144063486,6665.540514771499,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/7698.pdb,0.0975804485422388,7mhg,16,1,4,7mhg,0.0362200131702128,0.0605583254173792,0.0532687277640626,0.0981370902561227,0.0444093901500735,0.0629043120960002,0.0677788831705332,0.0725130214794356,0.0593909313099731,0.0146611678443468,0.0967006510409921,0.0690436620854734,0.0621239465414182,0.0962495856177621,0.0084598435139751
7728,0.2918059813193821,5706.102005603056,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/7728.pdb,0.0127841445316095,7mhg,16,1,5,7mhg,0.0952951511005046,0.0598924730153224,0.0366292676996187,0.0390646361357749,0.0261916630037806,0.0623530184556151,0.0547149180385532,0.0920344174758971,0.0875106858204873,0.0311645790712841,0.0948363494638804,0.1102291538476632,0.0468524767639438,0.0880151578325782,0.0624319077434862
7799,0.2916708093392682,5781.6014782907705,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/7799.pdb,0.045114865626316,7mhg,16,1,6,7mhg,0.095546417848755,0.076986357285358,0.032620503566759,0.0588100042929379,0.0544792102075777,0.0564913179924865,0.0777501484972471,0.0650703485779707,0.0340336839552223,0.0739364828029426,0.0359335329680773,0.1018988466598643,0.0771707409470891,0.0619430848429666,0.0522144539284293
7804,0.3067778663445301,7588.2681996194,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/7804.pdb,0.0229926652048778,7mhh,16,2,1,7mhh,0.0958227104291692,0.0303784566804184,0.1050832162095913,0.1146795204017842,0.0450151124113104,0.1015269832911046,0.016195678050096,0.0190265608375093,0.1008105107602326,0.0444246328550445,0.0560934621647124,0.0663045401109136,0.1262684448165924,0.0111184117043909,0.0442590940722514
7850,0.3075601055172834,6877.052597310369,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/7850.pdb,0.0606767898254058,7mhh,16,2,2,7mhh,0.0565756043966228,0.0561996145948458,0.0466747934815108,0.0692500362690966,0.0879832362173572,0.1025914605206502,0.0359814798756501,0.0817308169497695,0.013697876244761,0.0543487916720714,0.0557622445295942,0.0925570140456708,0.018432232699812,0.0601050206757155,0.1074329880014653
7900,0.3070557318083981,6326.367204710373,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/7900.pdb,0.1055009500312234,7mhh,16,2,3,7mhh,0.0504565021392598,0.0376743722914426,0.0596143198980196,0.0310406082379018,0.0943506244754314,0.0626739157921159,0.051144454127339,0.0752523974711224,0.0612162263759221,0.0443062082298616,0.0670227301989584,0.0972597235298853,0.0083470096838837,0.1094253372421772,0.0447146202754553
7959,0.3067912319839043,5879.284170414454,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/7959.pdb,0.0555992877416203,7mhh,16,2,4,7mhh,0.0818905813159031,0.0688800922453244,0.1133958276777337,0.0953536544993295,0.0373770715667498,0.0903405130337285,0.0212515650127766,0.0138840773306246,0.1011048631434135,0.0734071379911898,0.090309773342639,0.0628980050024805,0.065609516499988,0.0122642060236086,0.0164338275728892
8011,0.3070679938406922,5615.430707272942,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/8011.pdb,0.0534895874463348,7mhh,16,2,5,7mhh,0.0609676087521306,0.0479690653729513,0.0767194314177608,0.0270379348849698,0.0667189944659642,0.0925018190018327,0.037595111812595,0.1071428722672809,0.0066459544262805,0.0878096372279658,0.0716927128686206,0.0262883100756494,0.0910121849293757,0.0668976616769698,0.0795111133733175
8051,0.3066359785598943,6072.584793396626,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/8051.pdb,0.0585007641931246,7mhh,16,2,6,7mhh,0.0548066727390147,0.0289252560674701,0.0580567808178538,0.0667372267281659,0.0849013516394079,0.071928234665832,0.0575985214367942,0.0785792344659416,0.0709926967053442,0.0540934791940279,0.057672676590505,0.0824485279433194,0.0409064238470597,0.0810340593191178,0.0528180936470205
8103,0.2967839403402838,6936.891421045632,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/8103.pdb,0.0777223481599868,7mhi,16,3,1,7mhi,0.0405147241998452,0.0730925001746536,0.0914881535788172,0.090710453019844,0.0328231163151815,0.0472905603344547,0.071468227804133,0.0641167044790183,0.0685428459866246,0.084400786815401,0.0529677854999728,0.0719416281591681,0.0210299305191136,0.0751747137972856,0.0367155211564994
8157,0.2918066808437909,6787.703296584861,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/8157.pdb,0.0846417762831452,7mhi,16,3,2,7mhi,0.0617563582899316,0.0843175990167003,0.0669396183294555,0.0271570359933706,0.0792214547236728,0.054266416302663,0.0839130195517288,0.0514652569844847,0.0175449276267544,0.0929481531047853,0.0656821570519479,0.0194563548061652,0.0733274874910242,0.050539982885031,0.0868224015591387
8247,0.2947317076751791,6264.380620340097,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/8247.pdb,0.0622854467893125,7mhi,16,3,3,7mhi,0.0626391447687259,0.0801410836377673,0.0748107253260063,0.0719435318182777,0.0468624305812148,0.05136472827896,0.0879573883039592,0.0828058432928566,0.0536574177195907,0.0888633063553787,0.0827894967724019,0.0961198636551383,0.0055665152772466,0.0235865427713953,0.0286065346517676
8263,0.2934076958725424,5609.247438399171,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/8263.pdb,0.0290335562850048,7mhi,16,3,4,7mhi,0.1322337195070501,0.1010938428716442,0.0545711161177108,0.0316284976901766,0.0652923937385313,0.0431497908292946,0.0393718233151446,0.0200117451931533,0.066735874842181,0.0462607534049274,0.0828504095640431,0.1018140612233997,0.0105882749610416,0.1183075419184274,0.0570565985382688
8304,0.2952113426743281,4488.501581292376,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/8304.pdb,0.085261916294677,7mhi,16,3,5,7mhi,0.0592956895687427,0.0824061574001807,0.1037584406174454,0.0805781880087559,0.036153820423282,0.0661530187120633,0.0800963438159191,0.0353625718062996,0.1108540054936099,0.111944725901905,0.0405546513578557,0.0095642044736075,0.0156526284414182,0.0745833973818376,0.0077802403023996
8351,0.2937971378011472,5105.17510727267,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/8351.pdb,0.0556816315099174,7mhi,16,3,6,7mhi,0.0581822026890509,0.0825406743444623,0.0961142593212435,0.0139915869318196,0.0371505703336997,0.0896995534387833,0.0120343088847457,0.029176828516716,0.1191446825649603,0.0662812491370445,0.0150401729492112,0.1011663093839351,0.0369736732068977,0.0850915137941855,0.1017307829933268
8401,0.302900087232424,7400.70273068916,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/8401.pdb,0.0789589188289428,7mhj,16,4,1,7mhj,0.0378522448531271,0.0177170148884711,0.0954057872668457,0.0298886940827811,0.0347805035673762,0.0520292812808727,0.1559544847245979,0.1100998652177145,0.0538144291547051,0.0200582059014689,0.1475299119479526,0.0749321590960107,0.0234553011395495,0.0090443745990296,0.0584788234505538
8484,0.3015778899438552,7015.115295706688,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/8484.pdb,0.0372201374231801,7mhj,16,4,2,7mhj,0.1192839610656184,0.0373644653273918,0.0183543667062364,0.1226380521235186,0.0670680976759789,0.0500018159900738,0.0645360800301121,0.0619743100411562,0.01672769707844,0.0340696510926283,0.1195362990862489,0.1195824187918279,0.080938424005135,0.0370037905745333,0.0137004329879196
8502,0.2989529552891881,6333.081009212126,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/8502.pdb,0.0248898136484534,7mhj,16,4,3,7mhj,0.0808962163641008,0.03868812076303,0.0358155776111151,0.1075214864400984,0.0110215508133079,0.0518380772505487,0.0638942987463435,0.0634384389440944,0.1176380433555479,0.045429160271337,0.1033743918841795,0.04851540902935,0.1111424054866549,0.088382200123656,0.0075148092681821
8557,0.2973293592083665,6323.172673491487,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/8557.pdb,0.0801260950690238,7mhj,16,4,4,7mhj,0.041737521368799,0.047353288968632,0.0597792234884262,0.0548212924446584,0.0867434872772046,0.0889321921386074,0.0793953523617116,0.019428349794888,0.0794432610161088,0.0891549008576498,0.0769138886492344,0.0932687128151134,0.0514395372028936,0.0295645056003901,0.0218983909466584
8601,0.2993105766295492,6065.35971650247,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/8601.pdb,0.0807085428717892,7mhj,16,4,5,7mhj,0.0505933283194692,0.0287728833254337,0.0711084567909274,0.0961020047384524,0.105880181908016,0.0739090819903195,0.0390605497132802,0.0526587136779028,0.006281943623267,0.0719980887744177,0.0680090130258996,0.0929214466919504,0.0339073053810188,0.0713132966561203,0.0567751625117351
8652,0.2963035078733103,5706.570604982095,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/8652.pdb,0.0652319421254168,7mhj,16,4,6,7mhj,0.0474672167790325,0.0180502687947346,0.0732711255384874,0.1182032611645231,0.0508345709947418,0.0817209241258367,0.1197919325800126,0.1125652929592176,0.1010213954475147,0.0300780799331962,0.0342073166389001,0.0351032286502334,0.0208812613996699,0.0323715527570363,0.0592006301114455
8700,0.3249166337188005,7863.516124991567,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/8700.pdb,0.1017950937068579,7mhk,16,5,1,7mhk,0.0451269693801459,0.0241202920836023,0.0721701184536691,0.0996672171629393,0.0054228431899252,0.0966667414979621,0.0468401806171879,0.0692862593437737,0.0967078437932717,0.0610295584124613,0.0457209136090945,0.0383585251151649,0.0370549985266441,0.0964904919493647,0.0635419531579347
8752,0.3294236764314435,6903.4572861884535,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/8752.pdb,0.0639517357132298,7mhk,16,5,2,7mhk,0.1075460735294063,0.0133315355287349,0.1079703479266999,0.0260695140846607,0.0306188228301846,0.1255650485064383,0.067981973097794,0.0543067569139031,0.0391537306622383,0.0656880635172577,0.0327219094893594,0.0712846300798592,0.0392487702669284,0.1028922663786146,0.0516688214746904
8848,0.3326461857273768,6878.885820260666,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/8848.pdb,0.0128030187021997,7mhk,16,5,3,7mhk,0.1183084620610696,0.007774531827198,0.0692634710020547,0.1023584238166619,0.1047170762135439,0.0245871451549722,0.0286109701751963,0.0192747242530424,0.1091871291866197,0.0422253806063273,0.0917045537984183,0.0952395446051126,0.0543028554804026,0.0500162170639949,0.0696264960531852
8851,0.3329552472042982,6109.374125829651,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/8851.pdb,0.038290595716523,7mhk,16,5,4,7mhk,0.0145535273351937,0.0207807793493126,0.1093543748064585,0.0730406031907213,0.0952396850660428,0.0816386420689052,0.0509184958530552,0.1331649835231181,0.0609148783565964,0.0151381942688248,0.0443526813534936,0.0165029052780217,0.1076243893968136,0.0226811911950077,0.1158040732419113
8910,0.3338066188577311,5609.346757839654,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/8910.pdb,0.0325296520155852,7mhk,16,5,5,7mhk,0.0764178381312295,0.0732627113807944,0.114961111736105,0.1246661683475675,0.0385294522914163,0.0093197229806379,0.0834896824110265,0.0153898300788763,0.0660426188833201,0.0441373852302865,0.0751601023497874,0.0460624808664825,0.1117495919273388,0.0764016073432831,0.0118800440262622
8981,0.3309587823430122,7042.764212616401,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/181_wxray_control_ref_10000/8981.pdb,0.0174481171781239,7mhk,16,5,6,7mhk,0.0547982635518594,0.0484480929828534,0.0496001031844203,0.0272741570445808,0.0791279142758335,0.0965928375914713,0.0985884412690994,0.0660034090396347,0.074022041133557,0.0139082498518913,0.0639913195227983,0.0872526902272984,0.0955947632231389,0.0510153948853726,0.076334205038066
