,state_id,job_id,w_xray_id,field,r_free_7mhf,ff,pdb,r_free_7mhg,r_free_7mhh,r_free_7mhi,r_free_7mhj,r_free_7mhk,w_xray,N
1202,1.0,46.0,3.0,1.1509090264058572,0.3213349875975231,8616.891048422518,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N1_J46_W3/output_1/pdbs/191.pdb,0.2891032009374475,,,0.2816987113474122,0.2587721265234745,0.25,2
1215,1.0,47.0,5.0,0.9597518441827724,0.407947313665827,653857.9705077342,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N1_J47_W5/output_1/pdbs/244.pdb,,0.1819104011289301,0.1719649746577132,0.1979291547303023,,1.0,2
1226,1.0,48.0,5.0,1.032953236869052,0.3995265213494628,840088.8608020105,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N1_J48_W5/output_1/pdbs/122.pdb,,0.1961354252158118,0.1922034718032158,,0.2450878185005617,1.0,2
1236,1.0,49.0,4.0,1.0875605260995944,0.3556174804410693,20134.063545252488,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N1_J49_W4/output_1/pdbs/227.pdb,,0.2377346297340334,,0.2503302778405145,0.2438781380839773,0.5,2
1248,1.0,50.0,5.0,1.0615502806724797,0.3980466987900391,757536.6341103346,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N1_J50_W5/output_3/pdbs/220.pdb,,,0.1846770193584394,0.2226303031628936,0.2561962593611074,1.0,2
1259,1.0,51.0,5.0,0.9640271251491688,,678871.7254555086,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N1_J51_W5/output_3/pdbs/44.pdb,0.3956438028355954,0.1819110723470692,0.1822119032814108,0.2042603466850933,,1.0,2
1269,1.0,52.0,4.0,1.0071422850960705,,30092.16078425793,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N1_J52_W4/output_0/pdbs/144.pdb,0.3301901528688371,0.2231840345791713,0.2150968861972723,,0.2386712114507896,0.5,2
1280,1.0,53.0,4.0,1.069510094339832,,33917.18143626637,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N1_J53_W4/output_1/pdbs/273.pdb,0.3439340140969544,0.234454779849185,,0.2380453943079128,0.25307590608578,0.5,2
1291,1.0,54.0,4.0,1.024791237968619,,20579.46620348069,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N1_J54_W4/output_3/pdbs/67.pdb,0.3209930011019083,,0.2183926934231843,0.2439206232184535,0.241484920225073,0.5,2
1302,1.0,55.0,4.0,0.8699261079068692,,25453.090772041,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N1_J55_W4/output_3/pdbs/252.pdb,,0.204775180880597,0.1997419715867388,0.2230530631095567,0.2423558923299767,0.5,2
1313,1.0,56.0,4.0,1.321238660341088,0.3344685511901243,30786.381762500245,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N1_J56_W4/output_4/pdbs/190.pdb,0.3070642844391794,0.2199476224104967,0.2229925875913301,0.2367656147099575,,0.5,2
1324,1.0,57.0,4.0,1.3344343941410923,0.3261543101104721,25185.20678391628,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N1_J57_W4/output_0/pdbs/143.pdb,0.2932797051823474,0.2367288060016035,0.2330689076538658,,0.2452026651928036,0.5,2
1335,1.0,58.0,4.0,1.3542411051638354,0.3099672790409993,24570.00739839052,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N1_J58_W4/output_3/pdbs/243.pdb,0.2838045464118561,0.2484871962375206,,0.2562903494713856,0.2556917340020738,0.5,2
1345,1.0,59.0,3.0,1.3603638079367304,0.3196836331331433,10136.490784509251,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N1_J59_W3/output_2/pdbs/222.pdb,0.288611789463697,,0.2486461333824163,0.2551104522444488,0.248311799713025,0.25,2
1357,1.0,60.0,4.0,1.2556229351134474,0.3906026525748542,51253.34290772968,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N1_J60_W4/output_3/pdbs/89.pdb,,0.2059264539505406,0.2110147264850362,0.2150234143991464,0.2330556877038702,0.5,2
1368,1.0,61.0,4.0,1.2247910454085753,,49696.25502840718,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N1_J61_W4/output_0/pdbs/235.pdb,0.3622265601311638,0.2073372051018782,0.1930833377648562,0.2217653221953915,0.2403786202152857,0.5,2
1379,1.0,62.0,4.0,1.5439214839623772,0.3263829194170798,38927.42668925547,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N1_J62_W4/output_0/pdbs/95.pdb,0.2969551130583038,0.2254668476551791,0.2166905695776185,0.2414204229870787,0.2370056112671173,0.5,2
1390,2.0,0.0,4.0,0.3092203489944563,0.3092203489944563,38984.425533802605,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J0_W4/output_4/pdbs/15.pdb,,,,,,0.5,4
1402,2.0,1.0,5.0,0.2992020501749782,,81405.21271117388,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J1_W5/output_2/pdbs/10.pdb,0.2992020501749782,,,,,1.0,4
1412,2.0,2.0,4.0,0.3130802181442418,,43859.39800329233,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J2_W4/output_3/pdbs/17.pdb,,0.3130802181442418,,,,0.5,4
1422,2.0,3.0,3.0,0.2954702252364102,,37353.35929687531,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J3_W3/output_1/pdbs/16.pdb,,,0.2954702252364102,,,0.25,4
1434,2.0,4.0,4.0,0.306786143397076,,44918.46022103094,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J4_W4/output_2/pdbs/25.pdb,,,,0.306786143397076,,0.5,4
1445,2.0,5.0,4.0,0.3269667952007178,,46680.12546133641,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J5_W4/output_0/pdbs/84.pdb,,,,,0.3269667952007178,0.5,4
1457,2.0,6.0,5.0,0.568607072981544,0.2820686983389335,126029.33058922066,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J6_W5/output_3/pdbs/11.pdb,0.2865383746426105,,,,,1.0,4
1467,2.0,7.0,4.0,0.6361244563437753,0.3326660403557511,52931.48710624912,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J7_W4/output_1/pdbs/151.pdb,,0.3034584159880242,,,,0.5,4
1478,2.0,8.0,4.0,0.6108279145907187,0.3251203450511521,49748.47662154798,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J8_W4/output_2/pdbs/59.pdb,,,0.2857075695395666,,,0.5,4
1489,2.0,9.0,4.0,0.6482762759532337,0.3394862912221427,50314.12120663613,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J9_W4/output_2/pdbs/97.pdb,,,,0.3087899847310909,,0.5,4
1500,2.0,10.0,4.0,0.6432107264644383,0.3306886031121311,50517.938698373415,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J10_W4/output_0/pdbs/238.pdb,,,,,0.3125221233523072,0.5,4
1511,2.0,11.0,4.0,0.6099639992236336,,49090.07156186205,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J11_W4/output_3/pdbs/120.pdb,0.3137326267153569,0.2962313725082768,,,,0.5,4
1522,2.0,12.0,4.0,0.5962181686612122,,46929.223021573416,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J12_W4/output_1/pdbs/38.pdb,0.3111866543761737,,0.2850315142850385,,,0.5,4
1533,2.0,13.0,4.0,0.623136400376906,,49060.78145286271,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J13_W4/output_4/pdbs/130.pdb,0.3150083175738212,,,0.3081280828030848,,0.5,4
1544,2.0,14.0,4.0,0.6085748900345378,,47124.37483144716,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J14_W4/output_4/pdbs/31.pdb,0.3110167712582228,,,,0.297558118776315,0.5,4
1556,2.0,15.0,5.0,0.4147124256620733,,306483.96070843295,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J15_W5/output_4/pdbs/233.pdb,,0.1899862800753851,0.2247261455866882,,,1.0,4
1567,2.0,16.0,5.0,0.4219984674733064,,360039.6825473833,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J16_W5/output_0/pdbs/289.pdb,,0.1958908710031218,,0.2261075964701846,,1.0,4
1578,2.0,17.0,5.0,0.5252750485859823,,363546.67284176906,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J17_W5/output_3/pdbs/91.pdb,,0.2433591049166617,,,0.2819159436693206,1.0,4
1589,2.0,18.0,5.0,0.4348578642551518,,245189.01877675555,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J18_W5/output_1/pdbs/251.pdb,,,0.199368690141558,0.2354891741135938,,1.0,4
1600,2.0,19.0,5.0,0.4945947622053682,,411664.5040328539,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J19_W5/output_1/pdbs/162.pdb,,,0.2272655385654436,,0.2673292236399247,1.0,4
1611,2.0,20.0,5.0,0.5497845514783011,,458575.1593241852,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J20_W5/output_2/pdbs/205.pdb,,,,0.2586374030740805,0.2911471484042205,1.0,4
1621,2.0,21.0,4.0,0.8926121794014128,0.300442047707656,56978.892030480994,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J21_W4/output_0/pdbs/94.pdb,0.2950580807969064,0.2971120508968504,,,,0.5,4
1632,2.0,22.0,4.0,0.8881821283097093,0.3121833907070114,57287.76786004342,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J22_W4/output_3/pdbs/107.pdb,0.283711940957487,,0.292286796645211,,,0.5,4
1643,2.0,23.0,4.0,0.9141480806107842,0.3096360976767187,55809.1951058128,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J23_W4/output_2/pdbs/123.pdb,0.2980036650778467,,,0.3065083178562189,,0.5,4
1654,2.0,24.0,4.0,0.8807715734152223,0.3050275992341565,56277.81691358006,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J24_W4/output_3/pdbs/87.pdb,0.286044389808101,,,,0.2896995843729647,0.5,4
1665,2.0,25.0,4.0,0.8207836993757426,0.3396852676543079,70499.12486627308,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J25_W4/output_3/pdbs/233.pdb,,0.2374637777406463,0.2436346539807884,,,0.5,4
1676,2.0,26.0,4.0,0.843832142394997,0.3369118865852193,74849.8355546139,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J26_W4/output_2/pdbs/266.pdb,,0.245848496431208,,0.2610717593785698,,0.5,4
1687,2.0,27.0,4.0,0.8690111826242022,0.3307614943103098,66000.71139208574,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J27_W4/output_3/pdbs/213.pdb,,0.2631382704702621,,,0.2751114178436302,0.5,4
1698,2.0,28.0,4.0,0.8275027944036126,0.3363625415945772,66761.95254361439,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J28_W4/output_2/pdbs/110.pdb,,,0.2408552814302142,0.2502849713788212,,0.5,4
1709,2.0,29.0,4.0,0.8320978595089312,0.3263385541232833,67733.10982487566,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J29_W4/output_0/pdbs/133.pdb,,,0.2521420888256399,,0.2536172165600082,0.5,4
1720,2.0,30.0,4.0,0.8873930279658837,0.3431235476580711,66316.69651075055,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J30_W4/output_1/pdbs/262.pdb,,,,0.2722055042085449,0.2720639760992677,0.5,4
1731,2.0,31.0,4.0,0.7902979926501194,,69623.15975107033,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J31_W4/output_3/pdbs/292.pdb,0.3239281786087603,0.2298691652552448,0.2365006487861142,,,0.5,4
1742,2.0,32.0,4.0,0.825807080128218,,70986.9683297795,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J32_W4/output_3/pdbs/245.pdb,0.3327700195996246,0.2403323257145447,,0.2527047348140488,,0.5,4
1753,2.0,33.0,4.0,0.8375405716075077,,64806.99551737552,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J33_W4/output_0/pdbs/254.pdb,0.3133475346959645,0.2589411680426644,,,0.2652518688688788,0.5,4
1764,2.0,34.0,4.0,0.8137945695866531,,61608.32190179627,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J34_W4/output_3/pdbs/146.pdb,0.3391438026202203,,0.2328850703119493,0.2417656966544834,,0.5,4
1775,2.0,35.0,4.0,0.831546993863472,,63619.1899326068,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J35_W4/output_2/pdbs/67.pdb,0.3140897973610382,,0.2606796097280177,,0.2567775867744161,0.5,4
1786,2.0,36.0,4.0,0.8677567030970748,,64191.451510861305,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J36_W4/output_0/pdbs/122.pdb,0.3236193477740999,,,0.2927655062252236,0.2513718490977512,0.5,4
1797,2.0,37.0,4.0,0.629009551824818,,72469.50359329238,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J37_W4/output_3/pdbs/189.pdb,,0.2100397086407051,0.205453801582378,0.2135160416017349,,0.5,4
1808,2.0,38.0,4.0,0.6589219042395977,,76466.5365134447,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J38_W4/output_2/pdbs/265.pdb,,0.213267423331951,0.2096853916113663,,0.2359690892962804,0.5,4
1819,2.0,39.0,4.0,0.7040353727171853,,72975.71429127887,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J39_W4/output_3/pdbs/181.pdb,,0.2177475203042827,,0.2384884541664969,0.2477993982464058,0.5,4
1830,2.0,40.0,4.0,0.6999017260943954,,70306.8904069071,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J40_W4/output_1/pdbs/256.pdb,,,0.2131929575937159,0.2346774621753929,0.2520313063252866,0.5,4
1841,2.0,41.0,4.0,1.0931237400768137,0.3115278649980827,78582.60998496585,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J41_W4/output_1/pdbs/234.pdb,0.3026898057355779,0.2447283323718892,0.2341777369712637,,,0.5,4
1852,2.0,42.0,4.0,1.1358199297998748,0.3207180105685578,85955.40706819668,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J42_W4/output_0/pdbs/252.pdb,0.3110267240227507,0.250673634536695,,0.2534015606718712,,0.5,4
1863,2.0,43.0,4.0,1.135551747682142,0.3076594665157335,79768.38679695435,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J43_W4/output_0/pdbs/276.pdb,0.2915558946409108,0.2764072091413602,,,0.2599291773841375,0.5,4
1874,2.0,44.0,4.0,1.113038907677093,0.314938821943492,80491.92717789092,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J44_W4/output_2/pdbs/67.pdb,0.2981524433662639,,0.2493235982408178,0.2506240441265194,,0.5,4
1885,2.0,45.0,4.0,1.113136137258189,0.3089644256809997,78091.89306207311,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J45_W4/output_3/pdbs/138.pdb,0.2857525753602778,,0.2612624135605877,,0.2571567226563238,0.5,4
1896,2.0,46.0,4.0,1.1483571825254328,0.3067107531432191,74856.16622080296,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J46_W4/output_0/pdbs/118.pdb,0.2925742340193875,,,0.2883694009719495,0.2607027943908767,0.5,4
1907,2.0,47.0,4.0,0.9903954990172824,0.3517650119696174,86918.06517733842,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J47_W4/output_1/pdbs/265.pdb,,0.2105635058183897,0.2079923814307731,0.2200745997985021,,0.5,4
1918,2.0,48.0,4.0,1.0258006766365089,0.3521650685912593,89720.06333147806,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J48_W4/output_1/pdbs/239.pdb,,0.2207191641969573,0.2131378132642836,,0.2397786305840086,0.5,4
1929,2.0,49.0,4.0,1.0615845524505425,0.3436636952514433,93226.23825975628,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J49_W4/output_4/pdbs/147.pdb,,0.2313781200567319,,0.2331665583678898,0.2533761787744775,0.5,4
1940,2.0,50.0,4.0,1.0484585139550189,0.3442797700491932,89465.2702927911,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J50_W4/output_2/pdbs/247.pdb,,,0.2272501981914697,0.2433186986069511,0.2336098471074049,0.5,4
1951,2.0,51.0,4.0,0.9944488924554176,,87602.5590641155,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J51_W4/output_2/pdbs/137.pdb,0.3372882087175233,0.2184731029074648,0.212177935538111,0.2265096452923184,,0.5,4
1962,2.0,52.0,4.0,1.009554439051634,,84591.72627120333,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J52_W4/output_0/pdbs/188.pdb,0.3246441994682608,0.2261145692347198,0.2132481371658838,,0.2455475331827697,0.5,4
1973,2.0,53.0,4.0,1.0458519321319355,,84972.06713952946,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J53_W4/output_1/pdbs/299.pdb,0.3227648523822574,0.2288468483369967,,0.2462529953082031,0.2479872361044783,0.5,4
1984,2.0,54.0,4.0,1.035221193290898,,81714.82800359947,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J54_W4/output_4/pdbs/296.pdb,0.3468690179685531,,0.2168938483665388,0.2356185622522559,0.2358397647035502,0.5,4
1995,2.0,55.0,4.0,0.8263465169482771,,91925.08970439946,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J55_W4/output_1/pdbs/286.pdb,,0.1890208017139137,0.1857135626119722,0.2118478650862786,0.2397642875361126,0.5,4
2006,2.0,56.0,4.0,1.292483850932633,0.3252962532952382,114587.21180570504,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J56_W4/output_4/pdbs/215.pdb,0.3069346739102166,0.2207983025495382,0.2135417083708499,0.2259129128067901,,0.5,4
2017,2.0,57.0,4.0,1.3152725276149138,0.3192652785742912,104395.6212029032,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J57_W4/output_1/pdbs/173.pdb,0.2906191939361343,0.2296665844869918,0.2215007727994223,,0.2542206978180742,0.5,4
2028,2.0,58.0,4.0,1.3590373802246225,0.3153834699632977,117104.84977608875,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J58_W4/output_4/pdbs/147.pdb,0.2978145167401464,0.24283590796456,,0.2421216015374141,0.2608818840192045,0.5,4
2039,2.0,59.0,4.0,1.3445693506910754,0.3263744188353832,113297.73603694404,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J59_W4/output_2/pdbs/206.pdb,0.3031195749095042,,0.224411643985167,0.2390329032056759,0.2516308097553452,0.5,4
2050,2.0,60.0,4.0,1.203083586550013,0.3412964529998447,113714.24010129886,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J60_W4/output_1/pdbs/237.pdb,,0.2084855551421767,0.2040045859576297,0.2202276115611976,0.2290693808891641,0.5,4
2061,2.0,61.0,4.0,1.1959386498548206,,114098.00611183196,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J61_W4/output_2/pdbs/299.pdb,0.3296873326220783,0.2094541765941966,0.1941233905353877,0.2305950566486957,0.2320786934544623,0.5,4
2072,2.0,62.0,4.0,1.5078075917612035,0.3183841742694127,151064.25959242467,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J62_W4/output_1/pdbs/288.pdb,0.3099887502624465,0.2125299166398901,0.2046591709074636,0.2207519610115431,0.2414936186704478,0.5,4
2084,3.0,0.0,5.0,0.32466498130756,0.32466498130756,265474.8268661969,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J0_W5/output_2/pdbs/11.pdb,,,,,,1.0,8
2095,3.0,1.0,5.0,0.3025020490406946,,252426.17379763108,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J1_W5/output_1/pdbs/11.pdb,0.3025020490406946,,,,,1.0,8
2105,3.0,2.0,4.0,0.3098659929157288,,186015.2384474004,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J2_W4/output_1/pdbs/30.pdb,,0.3098659929157288,,,,0.5,8
2117,3.0,3.0,5.0,0.3014760326395833,,313432.8450277957,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J3_W5/output_3/pdbs/11.pdb,,,0.3014760326395833,,,1.0,8
2127,3.0,4.0,4.0,0.3149294724313162,,175409.96845634343,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J4_W4/output_0/pdbs/15.pdb,,,,0.3149294724313162,,0.5,8
2138,3.0,5.0,4.0,0.3320712549523771,,179885.74677438097,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J5_W4/output_1/pdbs/27.pdb,,,,,0.3320712549523771,0.5,8
2150,3.0,6.0,5.0,0.5810651720709809,0.2942446240461031,402518.0559889056,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J6_W5/output_4/pdbs/12.pdb,0.2868205480248778,,,,,1.0,8
2160,3.0,7.0,4.0,0.6501829976129535,0.3393434465969219,205200.09952292888,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J7_W4/output_4/pdbs/108.pdb,,0.3108395510160316,,,,0.5,8
2171,3.0,8.0,4.0,0.6243127386166651,0.3360511440740544,185046.3709406284,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J8_W4/output_2/pdbs/241.pdb,,,0.2882615945426107,,,0.5,8
2182,3.0,9.0,4.0,0.6433142943090215,0.3296337637466469,212939.4868004713,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J9_W4/output_1/pdbs/283.pdb,,,,0.3136805305623746,,0.5,8
2193,3.0,10.0,4.0,0.6362963910422983,0.3312838259841056,209168.51647783795,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J10_W4/output_3/pdbs/31.pdb,,,,,0.3050125650581927,0.5,8
2204,3.0,11.0,4.0,0.6218250870463311,,202402.20350773568,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J11_W4/output_0/pdbs/286.pdb,0.3104678626976224,0.3113572243487087,,,,0.5,8
2215,3.0,12.0,4.0,0.5991409552980433,,188063.62769356545,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J12_W4/output_4/pdbs/159.pdb,0.3129815850367234,,0.2861593702613199,,,0.5,8
2226,3.0,13.0,4.0,0.6263356100167015,,191345.4317864448,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J13_W4/output_3/pdbs/275.pdb,0.32603190098525,,,0.3003037090314515,,0.5,8
2237,3.0,14.0,4.0,0.5978190101976266,,192662.6557299504,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J14_W4/output_4/pdbs/11.pdb,0.2916500606089603,,,,0.3061689495886663,0.5,8
2249,3.0,15.0,5.0,0.3989437040974993,,583720.5809712956,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J15_W5/output_0/pdbs/259.pdb,,0.1823680395710653,0.216575664526434,,,1.0,8
2260,3.0,16.0,5.0,0.4197840346358942,,726000.8843351584,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J16_W5/output_1/pdbs/171.pdb,,0.2043734088395488,,0.2154106257963454,,1.0,8
2271,3.0,17.0,5.0,0.5122133256595619,,867635.2439737207,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J17_W5/output_3/pdbs/287.pdb,,0.2375044852966852,,,0.2747088403628767,1.0,8
2282,3.0,18.0,5.0,0.3940819182547049,,749185.042634131,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J18_W5/output_4/pdbs/217.pdb,,,0.1828623982255924,0.2112195200291126,,1.0,8
2293,3.0,19.0,5.0,0.4765355169910258,,637333.4403351048,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J19_W5/output_1/pdbs/271.pdb,,,0.2258965261286282,,0.2506389908623976,1.0,8
2303,3.0,20.0,4.0,0.5323861612308394,,217613.56390089705,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J20_W4/output_4/pdbs/261.pdb,,,,0.2520313750629845,0.2803547861678549,0.5,8
2314,3.0,21.0,4.0,0.8970884260147854,0.3086809608254764,237384.91178695444,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J21_W4/output_2/pdbs/161.pdb,0.2871504311062402,0.3012570340830688,,,,0.5,8
2325,3.0,22.0,4.0,0.8804350263487966,0.2991382721989049,225172.8133274172,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J22_W4/output_3/pdbs/243.pdb,0.2853725726671607,,0.295924181482731,,,0.5,8
2336,3.0,23.0,4.0,0.9052696052105628,0.3047535088766596,219451.75493809217,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J23_W4/output_3/pdbs/111.pdb,0.2941644556982833,,,0.3063516406356198,,0.5,8
2347,3.0,24.0,4.0,0.8794740355727892,0.3015963039024565,221388.8846793278,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J24_W4/output_2/pdbs/288.pdb,0.2813977855879937,,,,0.2964799460823391,0.5,8
2358,3.0,25.0,4.0,0.7927729772472067,0.3393401102659084,233266.2579082286,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J25_W4/output_4/pdbs/179.pdb,,0.2170990822552292,0.2363337847260692,,,0.5,8
2369,3.0,26.0,4.0,0.8113715179037084,0.3489142975916953,247287.4519664236,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J26_W4/output_2/pdbs/161.pdb,,0.2245428525144734,,0.2379143677975397,,0.5,8
2380,3.0,27.0,4.0,0.8663095446244642,0.3306797310498651,255638.44771914463,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J27_W4/output_3/pdbs/168.pdb,,0.2649853094810269,,,0.2706445040935722,0.5,8
